"Series.Name","Series.Code","Country.Name","Country.Code","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","Average..Time.","missing_count"
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Kazakhstan","KAZ",42.488,42.563,42.593,42.276,41.956,41.585,40.799,40.721,40.897,40.432,40.255,41.5059090909091,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Kuwait","KWT",22.156,21.626,21.549,21.9,22.071,22.217,19.487,20.144,20.23,20.387,20.263,21.0936363636364,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Kyrgyz Republic","KGZ",43.998,43.233,41.908,39.305,40.902,37.905,40.867,40.503,40.235,39.617,39.895,40.7607272727273,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Lao PDR","LAO",49.388,48.421,47.495,46.591,47.647,48.776,49.666,51.613,53.336,53.119,53.193,49.9313636363636,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Lebanon","LBN",28.574,28.85,29.13,29.439,29.756,30.067,25.7,26.686,27.44,27.458,NA,28.31,1
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Malaysia","MYS",39.284,38.171,38.476,38.334,38.993,40.933,37.724,43.117,39.18,38.884,38.852,39.268,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Maldives","MDV",38.793,40.498,42.284,43.376,44.544,45.664,43.474,43.428,41.845,41.162,40.63,42.3361818181818,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Mongolia","MNG",26.894,25.552,22.205,22.15,24.21,27.194,28.25,23.672,26.944,26.249,25.718,25.3670909090909,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Myanmar","MMR",59.701,58.912,54.35,49.752,48.786,45.938,43.046,41.599,42.58,43.201,43.099,48.2694545454545,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Nepal","NPL",24.809,24.528,24.165,23.734,23.291,23.031,21.534,22,22.592,22.656,22.512,23.1683636363636,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Oman","OMN",33.037,33.253,34.097,35.488,36.275,35.432,30.922,32.742,31.024,31.967,32.067,33.3003636363636,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Pakistan","PAK",38.446,37.622,38.149,37.521,36.901,36.153,37.249,38.928,39.099,39.222,39.03,38.0290909090909,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Philippines","PHL",38.528,37.018,36.922,34.365,33.342,32.426,28.021,28.543,30.323,29.919,29.759,32.6514545454545,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Qatar","QAT",69.805,70.556,70.523,70.035,69.335,68.044,66.035,57.929,60.487,59.322,58.923,65.5449090909091,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Timor-Leste","TLS",36.53,36.531,34.559,35.671,36.578,35.307,35.394,35.602,36.792,35.333,34.976,35.7520909090909,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Russian Federation","RUS",33.341,31.704,31.377,29.593,28.325,28.064,26.636,26.46,24.96,25.516,25.701,28.3342727272727,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Saudi Arabia","SAU",14.435,13.368,14.99,12.065,13.467,15.103,17,20.712,23.791,23.724,23.794,17.4953636363636,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Sri Lanka","LKA",25.459,26.977,25.988,27.071,23.768,24.269,21.555,19.539,19.677,18.815,19.628,22.9769090909091,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Syrian Arab Republic","SYR",16.769,17.208,17.503,17.615,17.579,17.426,16.067,16.579,17.291,17.314,17.269,17.1472727272727,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Tajikistan","TJK",19.744,19.709,19.689,19.467,19.234,18.991,17.983,18.292,18.237,17.885,17.79,18.8200909090909,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Thailand","THA",41.688,40.839,40.117,39.132,40.047,38.803,38.174,37.14,37.24,37.346,37.141,38.8788181818182,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Turkiye","TUR",33.617,34.324,34.208,34.459,35.178,33.299,29.32,32.365,35.366,37.642,38.904,34.4256363636364,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Turkmenistan","TKM",28.662,28.383,28.099,27.815,27.489,27.101,25.243,25.653,27.044,26.584,26.327,27.1272727272727,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","United Arab Emirates","ARE",46.969,47.192,47.387,47.109,49.674,44.345,33.287,39.566,36.869,38.081,37.89,42.579,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Uzbekistan","UZB",33.511,33.081,32.77,32.06,32.065,32.07,31.033,31.015,31.487,30.958,30.817,31.897,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Viet Nam","VNM",54.812,55.163,52.751,52.394,52.589,54.03,49.307,42.473,41.366,40.77,40.592,48.7497272727273,0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","Yemen, Rep.","YEM",19.04,14.704,14.652,14.664,14.982,15.112,14.469,14.716,15.084,15.235,15.154,15.2556363636364,0
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Armenia","ARM",23.674,26.858,22.065,21.71,28.926,28.445,28.578,29.647,NA,NA,NA,26.237875,3
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Bhutan","BTN",24.39,26.45,NA,NA,22.009,23.445,21.045,21.615,20.94,26.436,NA,23.29125,3
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Brunei Darussalam","BRN",27.276,NA,NA,27.94,28.514,31.282,30.827,32,30.729,29.193,NA,29.720125,3
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Cambodia","KHM",71.259,71.337,72.12,71.348,NA,58.684,70.784,66.588,NA,NA,NA,68.8742857142857,4
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Cyprus","CYP",25.822,25.482,26.379,27.58,31.295,32.379,31.309,34.769,34.449,35.143,NA,30.4607,1
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Egypt, Arab Rep.","EGY",22.896,21.924,21.673,20.384,18.39,18.41,18.801,19.863,18.324,19.537,NA,20.0202,1
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Georgia","GEO",25.618,26.75,25.513,31.601,28.35,26.52,26.706,NA,NA,NA,NA,27.294,4
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","India","IND",NA,NA,NA,NA,19.744,21.782,21.568,22.552,23.766,26.824,NA,22.706,5
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Indonesia","IDN",38.665,38.418,38.944,39.73,39.856,41.56,40.109,38.546,38.884,40.144,NA,39.4856,1
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Iran, Islamic Rep.","IRN",18.366,18.437,18.72,19.815,19.654,19.335,17.193,16.829,17.519,NA,NA,18.4297777777778,2
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Israel","ISR",47.018,46.972,46.894,47.44,46.358,45.496,41.472,42.233,44.166,45.538,NA,45.3587,1
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Japan","JPN",40.253,40.573,42.509,42.538,45.656,47.154,46.281,46.242,46.465,47.83,NA,44.5501,1
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Jordan","JOR",NA,NA,NA,18.874,16.129,16.103,14.141,13.393,13.957,15.614,NA,15.4587142857143,4
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Kyrgyz Republic","KGZ",37.098,36.419,35.185,33.197,34.215,31.185,30.965,31.903,31.75,NA,NA,33.5463333333333,2
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Malaysia","MYS",39.24,38.12,38.44,38.39,38.99,40.96,37.7,43.17,40.66,NA,NA,39.5188888888889,2
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Mongolia","MNG",26.832,25.491,22.109,22.098,24.035,30.705,30.777,25.584,29.14,25.607,NA,26.2378,1
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Myanmar","MMR",NA,58.903,NA,49.747,48.785,45.937,43.073,NA,NA,NA,NA,49.289,6
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Pakistan","PAK",38.451,37.629,36.466,NA,36.898,36.141,NA,38.882,NA,NA,NA,37.4111666666667,5
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Philippines","PHL",38.52,37.034,36.895,34.337,33.32,32.401,28.008,28.525,30.305,NA,NA,33.2605555555556,2
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Qatar","QAT",66.85,68.93,73.09,67.63,72.54,67.29,64.67,56.17,NA,NA,NA,67.14625,3
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Russian Federation","RUS",33.526,31.942,31.532,29.727,28.477,28.197,26.787,26.563,24.928,25.935,NA,28.7614,1
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Saudi Arabia","SAU",12.067,NA,NA,11.508,12.934,14.84,16.692,20.255,23.266,26.518,NA,17.26,3
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Sri Lanka","LKA",25.163,26.667,25.669,26.863,23.597,24.083,21.417,19.404,19.589,NA,NA,23.6057777777778,2
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Thailand","THA",41.597,40.755,40.038,39.055,39.965,38.734,38.108,37.088,37.147,38.705,NA,39.1192,1
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Turkiye","TUR",33.521,34.229,34.099,34.321,35.045,33.136,29.189,32.243,35.283,37.562,NA,33.8628,1
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","United Arab Emirates","ARE",NA,NA,NA,48.779,50.827,45.621,34.27,40.285,37.682,46.868,NA,43.476,4
"Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","Viet Nam","VNM",54.586,54.981,52.553,52.348,52.499,54.015,49.247,42.48,41.407,38.636,NA,49.2752,1
"Expected years of schooling","SE.SCH.LIFE","Armenia","ARM",13.0781097412109,13.132490158081,13.5766801834106,13.7686595916748,13.8214702606201,13.9989204406738,14.0779695510864,14.4303798675537,14.4056100845337,14.3838500976562,NA,13.8674139976501,1
"Expected years of schooling","SE.SCH.LIFE","Azerbaijan","AZE",12.6577196121216,13.0139398574829,13.1896800994873,13.3309097290039,13.3207702636719,13.482780456543,12.6323099136353,12.6778602600098,12.7097101211548,12.909779548645,NA,12.9925459861755,1
"Expected years of schooling","SE.SCH.LIFE","Bahrain","BHR",14.4470596313477,16.0687999725342,16.0470199584961,16.061580657959,16.0651092529297,16.4370002746582,NA,NA,16.2996807098389,15.9271898269653,NA,15.9191800355911,3
"Expected years of schooling","SE.SCH.LIFE","Bangladesh","BGD",NA,NA,11.3990097045898,10.9198904037476,11.3991899490356,NA,11.9463300704956,NA,12.3101682097621,NA,NA,11.5949176675261,6
"Expected years of schooling","SE.SCH.LIFE","Brunei Darussalam","BRN",14.6354303359985,14.3363199234009,14.2123699188232,14.0684499740601,13.9405298233032,13.7607803344727,13.6986198425293,13.2691419741156,13.155259166551,13.2591552676422,NA,13.8336056560897,1
"Expected years of schooling","SE.SCH.LIFE","Cambodia","KHM",NA,NA,NA,9.96727256598769,10.09886461875,10.1222592331604,NA,10.7352698257736,NA,11.1978923126078,NA,10.4243117112559,6
"Expected years of schooling","SE.SCH.LIFE","Cyprus","CYP",14.4615802764893,14.8283100128174,15.033579826355,15.5093898773193,15.695650100708,16.0143795013428,16.2281703948975,16.2430896759033,16.2155990600586,NA,NA,15.5810831917657,2
"Expected years of schooling","SE.SCH.LIFE","Egypt, Arab Rep.","EGY",11.7395095825195,NA,12.0353603363037,12.164870262146,12.4331703186035,NA,12.9118099212647,NA,NA,NA,NA,12.2569440841675,6
"Expected years of schooling","SE.SCH.LIFE","Georgia","GEO",15.1625900268555,15.3943595886231,15.5618295669556,15.8134202957153,16.0085601806641,16.3434505462646,16.2711296081543,16.5810794830322,16.7268295288086,16.7547092437744,NA,16.0617958068848,1
"Expected years of schooling","SE.SCH.LIFE","India","IND",12.1659202575684,12.2662401199341,12.6797599792481,12.5076103210449,11.8165397644043,11.7539796829224,12.1291399002075,12.4023704528809,12.9564599990845,12.9545402526856,NA,12.3632560729981,1
"Expected years of schooling","SE.SCH.LIFE","Indonesia","IDN",13.2631101608276,13.6387996673584,13.6060199737549,13.7285804748535,13.7865800857544,13.1593634149141,13.348782659162,13.4383625213048,13.4161747981314,13.3357770578375,NA,13.4721550813899,1
"Expected years of schooling","SE.SCH.LIFE","Iran, Islamic Rep.","IRN",15.1142597198486,14.8868198394775,14.5549602508545,14.4396095275879,NA,NA,14.1171703338623,NA,NA,NA,NA,14.6225639343262,6
"Expected years of schooling","SE.SCH.LIFE","Israel","ISR",15.0950498580933,15.0473003387451,14.9098100662231,14.9246101379394,14.8582401275635,14.7841901779175,14.8323698043823,15.0298404693603,14.934160232544,NA,NA,14.9350634680854,2
"Expected years of schooling","SE.SCH.LIFE","Japan","JPN",15.4005298614502,15.4137802124023,15.3790903091431,15.3878898620606,15.4004201889038,15.4412698745728,15.45631980896,15.4326000213623,15.5119800567627,NA,NA,15.4248755772909,2
"Expected years of schooling","SE.SCH.LIFE","Jordan","JOR",NA,NA,12.9245100021362,12.6273002624512,12.8841104507446,12.8793296813965,12.9165096282959,12.861029624939,13.0435495376587,13.1090497970581,NA,12.905673623085,3
"Expected years of schooling","SE.SCH.LIFE","Kazakhstan","KAZ",14.395489692688,14.1994199752808,14.1058702468872,14.2160501480103,14.3506097793579,14.5821599960327,14.8162698745728,NA,14.0188610062814,14.0086173387519,NA,14.2992608953181,2
"Expected years of schooling","SE.SCH.LIFE","Kyrgyz Republic","KGZ",12.6710300445557,12.6199903488159,12.6727895736694,12.5173397064209,12.4471397399902,12.4870300292969,12.6344604492188,12.994930267334,12.765342702914,12.7138821596914,NA,12.6523935021907,1
"Expected years of schooling","SE.SCH.LIFE","Lao PDR","LAO",11.0399799346924,11.1738395690918,11.0975999832153,10.9528303146362,10.6336002349853,10.5066604614258,10.1874904632568,NA,9.60548344836034,NA,NA,10.649685551208,3
"Expected years of schooling","SE.SCH.LIFE","Malaysia","MYS",13.1263198852539,13.2852802276611,13.4630298614502,13.2779703140259,13.1490697860718,13.0999402999878,12.9581499099731,12.9324703216553,12.5197683183285,12.6763930293159,NA,13.0488391953724,1
"Expected years of schooling","SE.SCH.LIFE","Mongolia","MNG",14.5918502807617,14.6754703521728,14.9963598251343,14.8054599761963,14.6886100769043,14.5102195739746,NA,NA,13.6376546709906,NA,NA,14.5579463937335,4
"Expected years of schooling","SE.SCH.LIFE","Nepal","NPL",12.5686502456665,12.6352396011353,12.7031602859497,12.6989002227783,NA,12.9399003982544,12.6445198059082,12.4347726233463,12.4636765815701,13.7543035302637,NA,12.7603470327636,2
"Expected years of schooling","SE.SCH.LIFE","Oman","OMN",NA,14.1559495925903,14.1891098022461,14.0389699935913,14.0753602981567,13.9566898345947,13.2414302825928,12.9640302658081,NA,13.4393196105957,NA,13.757607460022,3
"Expected years of schooling","SE.SCH.LIFE","Pakistan","PAK",6.46680021286011,6.73906993865967,7.08224010467529,7.01498985290527,7.3030800819397,7.63535976409912,NA,NA,NA,NA,NA,7.04025665918986,5
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL",12.4600696563721,12.612250328064,12.5833396911621,12.8182001113892,12.840950012207,13.0367603302002,12.7833595275879,NA,NA,NA,NA,12.7335613795689,4
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT",12.3589096069336,12.4894104003906,12.4566297531128,13.0006799697876,13.1323900222778,13.1977195739746,13.2642698287964,12.2036504745483,13.1411600112915,NA,NA,12.8049799601237,2
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS",14.8374004364014,14.911470413208,14.8680095672607,14.5518503189087,15.1233501434326,15.1586103439331,13.2458400726318,13.200590133667,13.1851501464844,NA,NA,14.3424746195475,2
"Expected years of schooling","SE.SCH.LIFE","Saudi Arabia","SAU",14.3980598449707,NA,15.1400499343872,15.7250699996948,15.8561000823975,15.9831304550171,15.7597999572754,15.7692604064941,16.9494304656982,NA,NA,15.6976126432419,3
"Expected years of schooling","SE.SCH.LIFE","Turkiye","TUR",17.3170795440674,17.7883796691894,18.2748298645019,18.6725597381592,18.9745597839356,19.1852302551269,19.2953491210938,19.6849498748779,19.8307991027832,NA,NA,18.7804152170817,2
"Expected years of schooling","SE.SCH.LIFE","United Arab Emirates","ARE",11.0230798721313,NA,11.0531797409058,11.600040435791,NA,13.4886903762817,13.5202798843384,NA,NA,15.6015901565552,NA,12.7144767443339,5
"Expected years of schooling","SE.SCH.LIFE","Uzbekistan","UZB",11.6376800537109,11.6632299423218,11.7448596954346,11.8611898422241,12.0021295547485,12.2187204360962,11.8904695510864,11.8295402526856,12.4608697891235,NA,NA,11.9231876797146,2
"Expected years of schooling, female","SE.SCH.LIFE.FE","Armenia","ARM",13.2404298782349,13.2922496795654,13.8113098144531,13.9671897888184,14.0649900436401,14.2683200836182,14.4081001281738,14.7423295974731,14.812910079956,14.884819984436,NA,14.1492649078369,1
"Expected years of schooling, female","SE.SCH.LIFE.FE","Azerbaijan","AZE",12.6503601074219,13.0054903030396,13.1900100708008,13.5076398849487,13.4376401901245,13.650110244751,12.7283897399902,12.735239982605,12.6754398345947,12.9377002716065,NA,13.0518020629883,1
"Expected years of schooling, female","SE.SCH.LIFE.FE","Bahrain","BHR",15.4669303894043,16.7476596832275,16.8612899780273,16.9129390716553,16.5823097229004,16.9812908172607,NA,NA,17.0064105987549,16.645809173584,NA,16.6505799293518,3
"Expected years of schooling, female","SE.SCH.LIFE.FE","Bangladesh","BGD",NA,NA,11.5058403015137,11.1970796585083,11.6511898040772,NA,12.4066696166992,12.4296950166739,12.7022783721905,12.3908708418159,NA,12.0405176587827,4
"Expected years of schooling, female","SE.SCH.LIFE.FE","Brunei Darussalam","BRN",15.0674295425415,14.7431697845459,14.6371603012085,14.5186100006103,14.3636999130249,14.238450050354,14.177339553833,13.619001733575,13.5599310940535,13.5988181871257,NA,14.2523610160872,1
"Expected years of schooling, female","SE.SCH.LIFE.FE","Cambodia","KHM",NA,NA,NA,10.0059733986933,10.1853948178121,10.3248436693019,NA,11.0027028245017,NA,11.3839100478729,NA,10.5805649516364,6
"Expected years of schooling, female","SE.SCH.LIFE.FE","Cyprus","CYP",14.9103097915649,15.2246704101562,15.2876701354981,15.7437696456909,15.7816696166992,16.0784397125244,16.3866405487061,16.6441192626953,16.937629699707,NA,NA,15.8883243136936,2
"Expected years of schooling, female","SE.SCH.LIFE.FE","Egypt, Arab Rep.","EGY",11.5914402008057,NA,11.9664402008057,12.1034698486328,12.3898096084595,NA,12.7942304611206,NA,NA,NA,NA,12.1690780639649,6
"Expected years of schooling, female","SE.SCH.LIFE.FE","Georgia","GEO",15.2571697235107,15.5047597885132,15.5846395492554,15.8120002746582,15.9983797073364,16.3979892730713,16.4026603698731,16.7889709472656,17.0089206695557,17.067850112915,NA,16.1823340415955,1
"Expected years of schooling, female","SE.SCH.LIFE.FE","India","IND",12.3869695663452,12.5067501068115,13.0854301452637,12.8658504486084,11.8529500961304,11.8332395553589,12.0830001831055,12.3182802200317,12.9263401031494,12.9650001525879,NA,12.4823810577393,1
"Expected years of schooling, female","SE.SCH.LIFE.FE","Indonesia","IDN",13.2571802139282,13.6350498199463,13.6866903305054,13.8036203384399,13.8620500564575,13.2985424831405,13.4658860353225,13.5932870173736,13.597444785322,13.6209351069863,NA,13.5820686187422,1
"Expected years of schooling, female","SE.SCH.LIFE.FE","Iran, Islamic Rep.","IRN",14.853759765625,14.5706901550293,14.3297901153565,14.2157697677612,NA,NA,14.1662502288818,NA,NA,NA,NA,14.4272520065308,6
"Expected years of schooling, female","SE.SCH.LIFE.FE","Israel","ISR",15.5328302383423,15.5051202774048,15.4225196838379,15.4328298568726,15.3683700561523,15.3523797988892,15.3778295516968,15.5827598571777,15.4691801071167,NA,NA,15.4493132697211,2
"Expected years of schooling, female","SE.SCH.LIFE.FE","Japan","JPN",15.2961902618408,15.3225402832031,15.321439743042,15.3446998596191,15.361180305481,15.4070596694946,15.4241695404053,15.3940000534058,15.4762697219849,NA,NA,15.3719499376085,2
"Expected years of schooling, female","SE.SCH.LIFE.FE","Jordan","JOR",NA,NA,13.2650995254517,12.9924201965332,13.2944002151489,13.2930698394775,13.3706798553467,13.3566102981567,13.5674600601196,13.5881900787353,NA,13.3409912586212,3
"Expected years of schooling, female","SE.SCH.LIFE.FE","Kazakhstan","KAZ",14.6651096343994,14.5221700668335,14.3598403930664,14.4990797042847,14.6126699447632,14.8622102737427,15.026029586792,14.2270434275379,14.1969778272943,14.1641544178032,NA,14.5135285276517,1
"Expected years of schooling, female","SE.SCH.LIFE.FE","Kyrgyz Republic","KGZ",12.8492202758789,12.8235597610474,12.7792701721191,12.5806102752685,12.5633201599121,12.5702695846558,12.7538299560547,13.1569900512695,12.8111241809908,12.8382941407846,NA,12.7726488557981,1
"Expected years of schooling, female","SE.SCH.LIFE.FE","Lao PDR","LAO",10.6435604095459,10.8172798156738,10.7754602432251,10.6685600280762,10.398099899292,10.2755298614502,10.0013904571533,9.57834082416413,9.47669311987128,8.84261633461072,NA,10.1477530993063,1
"Expected years of schooling, female","SE.SCH.LIFE.FE","Malaysia","MYS",13.6504402160644,13.8236703872681,13.8663396835327,13.6269197463989,13.6139602661133,13.5830698013306,13.4434499740601,13.3949699401856,12.7356650947478,13.0562671352499,NA,13.4794752244951,1
"Expected years of schooling, female","SE.SCH.LIFE.FE","Mongolia","MNG",15.3667802810669,15.3895397186279,15.6222896575928,15.4652900695801,15.3102102279663,15.2851495742798,14.2297312914721,14.5141202814345,14.234465964879,14.4483058359075,NA,14.9865882902807,1
"Expected years of schooling, female","SE.SCH.LIFE.FE","Nepal","NPL",NA,12.8930797576904,12.9289999008179,12.9794702529907,NA,13.3236198425293,12.8238000869751,11.5970533411742,11.6746674142792,12.3556283395466,NA,12.5720398670004,3
"Expected years of schooling, female","SE.SCH.LIFE.FE","Oman","OMN",NA,15.1049404144287,15.1325702667236,14.9252901077271,14.8684701919556,14.6441802978516,13.872540473938,13.4650297164917,NA,14.0779104232788,NA,14.5113664865494,3
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pakistan","PAK",5.85365009307861,6.06333017349243,6.39020013809204,6.33755016326904,6.61824989318848,7.0635199546814,NA,7.30974878038489,NA,NA,NA,6.51946417088384,4
"Expected years of schooling, female","SE.SCH.LIFE.FE","Philippines","PHL",12.734959602356,12.8564300537109,12.9234304428101,13.2165699005127,13.2716798782349,13.4567899703979,13.2180595397949,13.0725585601498,NA,NA,NA,13.0938097434959,3
"Expected years of schooling, female","SE.SCH.LIFE.FE","Qatar","QAT",13.8326997756958,14.3221502304077,14.2597799301147,14.9377498626709,14.9525604248047,15.1650495529175,15.2895603179932,13.7903099060059,15.0793104171753,NA,NA,14.625463379754,2
"Expected years of schooling, female","SE.SCH.LIFE.FE","Russian Federation","RUS",15.1633796691894,15.2569398880005,15.1962099075317,14.8188199996948,15.3923797607422,15.4379997253418,13.3887395858765,13.3132495880127,13.2317199707031,NA,NA,14.5777153438992,2
"Expected years of schooling, female","SE.SCH.LIFE.FE","Saudi Arabia","SAU",15.4123201370239,NA,16.2691898345947,16.6502895355225,16.6964302062988,16.6384696960449,16.3285808563232,16.1878604888916,17.86842918396,NA,NA,16.5064462423325,3
"Expected years of schooling, female","SE.SCH.LIFE.FE","Sri Lanka","LKA",NA,NA,13.6964702606201,13.8474702835083,14.0297803878784,NA,NA,13.7157515207563,13.6349722494201,NA,NA,13.7848889404366,6
"Expected years of schooling, female","SE.SCH.LIFE.FE","Turkiye","TUR",16.9881992340088,17.40625,17.8593692779541,18.1250190734863,18.559440612793,18.8205890655518,19.072660446167,19.5643901824951,19.7377395629883,NA,NA,18.4592952728272,2
"Expected years of schooling, female","SE.SCH.LIFE.FE","United Arab Emirates","ARE",11.5006704330444,NA,11.4235401153565,11.4068298339844,NA,NA,13.7657098770142,NA,NA,16.0715408325195,NA,12.8336582183838,6
"Expected years of schooling, female","SE.SCH.LIFE.FE","Uzbekistan","UZB",11.4908800125122,11.5254001617432,11.6090497970581,11.707389831543,11.8883399963379,12.1701498031616,11.8686599731445,11.8827600479126,12.5250196456909,NA,NA,11.8519610299004,2
"Expected years of schooling, male","SE.SCH.LIFE.MA","Armenia","ARM",12.9069795608521,12.9608898162842,13.3312301635742,13.5636901855469,13.5854902267456,13.7418003082275,13.7619895935059,14.133810043335,14.0223398208618,13.9186096191406,NA,13.5926829338074,1
"Expected years of schooling, male","SE.SCH.LIFE.MA","Azerbaijan","AZE",12.6624803543091,13.0181798934937,13.1856298446655,13.1756801605225,13.2176504135132,13.3358001708984,12.5476703643799,12.6277904510498,12.7422800064087,12.8886299133301,NA,12.9401791572571,1
"Expected years of schooling, male","SE.SCH.LIFE.MA","Bahrain","BHR",13.7046604156494,15.6000604629517,15.4763097763062,15.4845895767212,15.8070201873779,16.1451797485352,NA,NA,15.7303600311279,15.3554697036743,NA,15.412956237793,3
"Expected years of schooling, male","SE.SCH.LIFE.MA","Bangladesh","BGD",NA,NA,11.2895097732544,10.6523303985596,11.1571102142334,NA,11.5017204284668,11.3818941982055,11.8947853717476,NA,NA,11.3128917307446,5
"Expected years of schooling, male","SE.SCH.LIFE.MA","Brunei Darussalam","BRN",14.2396402359009,13.9585199356079,13.8174896240234,13.6494302749634,13.5466604232788,13.316029548645,13.2522497177124,12.9222803646164,12.7558932224659,12.9011233805249,NA,13.4359316727739,1
